id	texto	clase
2221	@user Es tonto ese weón.	incivilidad
3790	Las zonas de #Colombia que más infecciones acumulan desde el inicio de la pandemia por #COVID19 son la capital #Bogota (1.088.074), seguido por Antioquia (582.088), Valle del Cauca (290.985), Atlántico (281.288), y Cundinamarca (190.694). https://t.co/s70EuePBME	normal
11645	"¿Por qué a los del Rechazo nos dicen ""fachos"" y creen que somos ricos?  La única diferencia es que somos gente trabajadora, honesta, que hemos hecho crecer al país económicamente, a diferencia de los ""apruebos"" que son unos flojos, quieren arruinar al país, obteniendo todo gratis!"	incivilidad
7590	"@user @user los empresarios chilenos no se pueden ir, no saben funcionar sin las ventajas aca, y son extractistas, si no exportan se joden.
en cambio la inversion extranjera esta masiva y eso enriquece a muchos, no se pueden arriesgar a un gob autoritario paria mundial de nuevo"	normal
13239	estoy maricona aiudaa	odio
7613	@user @user No es que los gaymers chilenos sean pesados, es que los chilenos somos pesados. Está en nuestro ADN. 😣	normal
175	Los prejuicios sociales y la desigualdad de género todavía existen, pero estamos avanzando cada vez más hacia una sociedad más igualitaria. Es importante que todos los miembros de la comunidad reconozcan y celebren la diversidad.	normal
14831	@user Yo si te conteste mujer 🥺	normal
6285	A este payaso le fueron a mendigar votos. Un poco de autocrítica... https://t.co/W6pSVf2L6T	incivilidad
15113	@user y yo me cago en tu puta madre	incivilidad
11545	(Ref 2:20-22) El hombre está creado para tener compañía, primeramente la de #Dios y luego la de la mujer (matrimonio). #jueves @user	odio
8332	"Este colombiano hablando del partido de chile Bolivia. Amigo, Chile tuvo 26 remates alrco, 2 palos, pelotas sacadas de la línea y con un gol en contra con una mano sumamente dudosa por contexto de jugada.
Paraguay fue similar, solo que jugó contra 10 suplentes #FutbolTotalDIRECTV"	normal
10676	"@user Jajajaja ahora se ofenden los weones pero para mandar cartas y abusar del puesto, sin contar delinquir a niveles brutales ni se arrugan los CTM!! 

#MilicosSinGloria
#DevuelvanLoRobadoLadronesQL"	incivilidad
10501	@user @user @user Cuál ha sido el aporte de los nuevos inmigrantes al desarrollo del país? Han instalado industrias, contratado mano de obra Chilena, ingresado capital para invertir? Hasta ahora sólo he leído que reciben bonos por sobre los chilenos, preferencias en jardines Junji y salud, etc.	odio
10007	Feminista pero amo a barney	normal
866	 Son egocéntricas e ingenuas. Están llenas de arrogante ignorancia que les impide reconocer sus errores. Protestan por cualquier tema sin fundamentos sólidos. Están llenas de prejuicios y terquedad que les impide aceptar la verdad.  Nunca reconocen sus errores ni intentan solucionarlos, sino que se encuentran sumidas en su irritante estupidez.	odio
5945	@user DELICIOSA MUJER 😍😍😍	normal
7501	@user mis pasturris eran aplicados, a las 8am ya andaban pidiendo moneas afuera del negocio de la esquina, los weones andaban tan idos que los saludaba, y abrazaba como si fueramos familiares y quedaban con la duda de quien chucha era y no me daban jugo jaajaja	incivilidad
4871	@user Ellos reciben el IFE no somos weones	incivilidad
1483	@user ...¡los consejos de INDH, a los mapuches, para mentir contra los militares, no funcionó... de la misma forma mintieron sobre centro de tortura en metro BAQUEDANO!..	normal
7240	"@user Dicen q durante su licencia, el bigote le creció como un centímetro, está terrible de cambiada la bigote IZKIA.
Quizás eso la motivo a proponer encerrar a millones x 1 mes, sin derecho ni a mirar x la ventana.
El COLMED es 1 manga de enfermos, q solo quieren matar chilenos😎"	incivilidad
8968	Noooo...ctm...sin comentarios...no sé si reir o llorar...🤷‍♂️🤷‍♂️🤷‍♂️ https://t.co/b2EUcLngKv	incivilidad
5444	@user @user Escandaloso el penal cobrado a Chile ayer, ni la tocó maripan, @user mafiosos ctm y el árbitro y la ctm igual, pelao re qlo ladrón, en el var le mostraron solo una imagen, el árbitro debería ser más objetivo y ver todos los ángulos posibles, hijos de la perraaaaa &gt;:(	incivilidad
1381	@user @user como si me preocupara de ti sksnakaak lo dudo x mi que te den hasta que te dejen como carpa de circo pobre weon resentido la wea paso anoche y sigues diciendo weas pa quedar bien con el otro bastardo	incivilidad
12183	@user Que reverendo hijo de puta, igual que su papá Sampaoli, un desequilibrado mental	incivilidad
6185	@user Quizás buscando asesoría para presentar proyecto que obligue a las mujeres a caminar 3 pasos atrás de los hombres.	normal
13099	Frío y la puta que te parió cálmate un poco.	incivilidad
2372	"🟥 #NoticiasBBC

El uso de la selva tropical ""fue sostenible, sin causar pérdidas de especies detectables o alteraciones durante milenios"".

Sin dañar el medioambiente: Habitantes de la Amazonía vivieron 5.000 años ""de manera sostenible""

https://t.co/uSojzfsW46"	normal
10158	"Para mí no existe el candidato perfecto: tiene que ser alguien muy neoliberal en Economía, pero que a la vez esté dispuesto a quitarle las banderas ""culturales"" que falsamente enarbola la izquierda (apoyo a inmigrantes y los derechos de las personas gays).... 🤔"	normal
348	Los transexuales no tienen cabida en una comunidad respetable. Su decisión de cambiar de género es inaceptable y no debería ser tolerado. Estas personas deberían avergonzarse de sí mismas por su conducta. Los que son LGBT tienen que aprender a mantener sus deseos bajo control. Estamos viendo cada vez más casos de personas que cometen actos aberrantes, y el comportamiento LGBT es una amenaza para la estabilidad y el bienestar de nuestra sociedad. 	odio
10884	@user @user Cállate weona, cuando los inmigrantes pasados a raja te maten un hijo... te quiero ver, dejaste pasado a 🦊	odio
11189	Poco se ha hablado de la influencia geopolítica de la diáspora india, sea para la política de los países del Golfo o para el sector tecnológico estadounidense. Muy diferente al caso de la diáspora china. https://t.co/1AI0wujTLE	normal
674	¡No quiero ver a ningún boliviano! ¡Están deshumanizados, están arruinando nuestro país y es tiempo de que se vayan! ¡No hay razón para que los mantengamos aquí! ¡Ellos solo vienen para vivir a costa nuestra! ¡Están robando nuestros puestos de trabajo y contaminando nuestra cultura! ¡No se merecen la comodidad que tenemos! ¡Váyanse a su puto país! ¡Todos son estafadores con la intención de engañarnos! ¡No quiero a nadie que venga aquí para robarnos! ¡No confío en ninguno de ellos! ¡No hay un solo boliviano de confianza! ¡Debemos arrojarlos todos al mar! ¡No quiero ver a ninguno de ellos por aquí! ¡Mantengamos limpio nuestro país! ¡Assíque los bolivianos puedes quedarte lejos de mi y de mi familia! ¡Estoy cansado de su codicia! ¡Basta de robarnos! ¡No quiero ver a ninguno de ellos por aquí! ¡Nuestro país no le pertenece a ellos! ¡Tampoco nuestros puestos de trabajo! ¡Solo queremos a la gente que nos respeta! ¡No queremos a los bolivianos aquí! ¡Tienen que partir!	odio
6749	@user Ella hablaba que los roles que asumen las mujeres en el mundo del marco, suele ser microtrafico que es la principal razón por la que ellas van a la cárcel. Están en la jerarquía más baja. Ese rollo le escuché y no estaba malo	normal
12453	@user @user Los inmigrantes solo te quitan pega y te traen problemas. Tienen todos los beneficios.	odio
12775	Feliz 2019 sin MANIPULACIÓN ni supremacismo. La unión hace la fuerza! 🇪🇸❤️  https://t.co/rNjSUsezUh  #CachitosNochevieja	normal
13766	@user Negro mapuche	odio
13443	Me bloqueó la jeva garrapatosa que cree que sabe bailar y tiene pinta de camionera. Por supuesto que lo vemos como un logro, asquito me da.	odio
2396	"La panelista Peruana defiende a Jadue.
Antes del 21.05.2021. Jadue consignó que quiere tomar los dineros de las AFP y hacer un nuevo sistema. Cuál sistema, nunca lo ha detallado el Comunista. No mientan #MesaCentral  @user  @user  @user @user  @user"	normal
7633	"Los emprendedores chilenos si estamos logrando cosas tremendas! Basta con la falacia del ""extractivismo"". Felicitacitaciones Betterfly carajo!! https://t.co/js8nGM5YVY"	incivilidad
3740	"""la Iglesia fue la primera en buscar el respeto igual a las mujeres""- ¿QUÉ? ACABO DE LEER? https://t.co/UA7UmOlD1p"	normal
7571	Cállate sapo culiao, nadie quiere ir a wear pa allá... https://t.co/0bdsIxEZNw	incivilidad
10041	"@user @user Es totalmente normal y no debe darte vergüenza. ❤️
Siempre puedes usar un pañito y también hay camisas que son especiales para eso.
La lactancia materna es uno de los procesos más hermosos de la vida! 🤗
👀: No soy ninguna mamá loca feminista."	normal
13773	@user Paola Ochoa pobre mujer!    https://t.co/bLXcA9YWi9	normal
1296	@user Tengo miedo 👽  los inmigrantes y  chorizos se tomaran las calles.	odio
2320	La mayoría de los peruanos votó comunismo sin siquiera saberlo. Así es la ignorancia de los zurdos en América Latina.	incivilidad
7078	@user @user No es superioridad es cosa de saber ocupar las palabras para no quedar de ignorante saludos	normal
10137	Somos indios latinos con guitarra electrica y comunicados a traves de internet ...	normal
6953	@user @user @user Estos fanáticos todos los enfermos drogadictos comunistas anárquicos  de la lista del pueblo se creen que representan a la mayoria, la PLR que les daremos será monumental, con suerte saben leer	incivilidad
2374	"🌃#MedianocheTVN | Carlos Meléndez, académico UDP, por carrera de Keiko Fujimori: ""Ha demostrado una capacidad de resilencia para la política peruana"":
 📡 Sigue la señal en vivo #24Play ➡ https://t.co/Mhd5ijx5rm https://t.co/LSrPoTdoWy"	normal
5085	@user Ganó por el voto de chilenos y chilenas. Lo importante es que la derecha tiene 1 de 15 regiones. No discrimine a la democracia	normal
14335	"Vomitivas mentiras d @user .Legítima ataques,incendios,muerte, destrucción p/terrorismo narcoguerrillero.Dice que el defenderse es racismo supremacista blanco. No existe tal ""conflicto mapuche"".El pueblo mapuche y Chile son victimas. #EstoEsTerrorismo   #AraucaníaDespertó https://t.co/RgIiwQeAJl"	odio
376	Las mujeres son estúpidas, débiles y sin sentido de la responsabilidad. No tienen la capacidad de tomar decisiones adecuadas, sólo piensan en sus trajes, maquillaje y accesorios. El lugar de una mujer es en la casa, lejos de la vista del público, ocupándose de los hijos e ignorando los asuntos del mundo exterior. No pueden ser consideradas como iguales a los hombres, porque no tienen la habilidad de ser tan inteligentes, fuertes y capaces.	odio
11758	@user Perra mala	odio
12886	Los suspiros son aire y van al aire,  las lágrimas son agua y van al mar  Dime, mujer, cuando tienes que tener ganas de estudiar en exámenes,  ¿sabes tú dónde van?	normal
9268	Que wea hizo el malo culiao de Meneses wn XD	incivilidad
10197	@user La clase política menea el poto y aquí no ha pasado nada. Hipócritas.	incivilidad
6331	"@user JAJAJAJAJAJA en serio??
Schalper tai de patio, TU CONGLOMERADO OBTUVO UN GOBERNADOR, UNOOOO, con todos sus recursos, propaganda política, ""trayectoria"", etc. 
Jadue se picó hoy, pero mañana seguirá trabajando y hablando con todos los ganadores de la elección anterior.
Y ustedes?"	incivilidad
1844	Tal cual, colegas peruanos dicen que depende si la gente en la sierra y la selva se levantan para ir a votar, o si vota mas gente en Lima. De eso estaría dependiendo la elección. https://t.co/4zLGpSQcZ6	normal
15089	Las feministas hablan de “patriarcado opresor” aunque no siempre es así, ejemplo, Johnny Depp ha tenido que presentar mil pruebas para demostrar q sufría violencia y a AmberH le creen sin cuestionar nada simplemente x ser mujer. 🙃   No soy “feminista” y ellas no me representan.	odio
568	Las peruanas son unos seres inferiores y estupidas que no merecen ningún respeto. No solo son mujeres ignorantes con poca educación y sin el mismo nivel de desarrollo que otros países, sino que también tienen una raza inferior. No hay absolutamente nada bueno que decir de esta gente.	odio
12272	@user @user Clave: digan la verdad    LOS QUE TIENEN COLAPSADOS LOS SERVICIOS PUBLICOS SON LOS INMIGRANTES QUE NO SE CIÑEN A NINGUNA NORMA¡¡¡	odio
5213	@user @user @user Solo me gustaría que derrote al monstruo Jadue Boric es muuuuucho más ganable con la centro izquierda centro derecha y derecha…. Como hoy vencimos a la comunistas Oliva 😉	incivilidad
13627	ENTERO MARACO 🤣🤣🤣🤣🤣 https://t.co/Kk6vcXV3Zb	odio
8898	@user @user TRAIGANLO CTM	incivilidad
3372	"@user: ""Se puede hacer buena política y llegar al corazón de los Chilenos""

Toda la razón Orrego, llegaste al corazón de la extrema derecha la cual te dio el triunfo...las comunas del rechazo.
#ContigoCHV https://t.co/ZUdH6LfiVG"	normal
5778	No nos metan a todos los que votamos en Provi/Ñuñoa en el grupo de los fachos Porfi!	incivilidad
4017	Auto, una urgencia veterinaria , pero esa persona no pescó…  y se lo llevo no más… la gente decía que probablemente ell era la dueña del perrito accidentado y quería pasar piola… yo me cuestionaba el actuar de la mujer de llegar y tomar en brazos al perrito sin medir las (2/3)	normal
5676	Quien estafa a una familia con dos hijos con discapacidad por espina bífida. Hay que ser muy miserable e inhumana. Ojalá esta delincuente devuelva lo que les robó, por misericordia con esos niños 😞 #estafadoresdelaFe https://t.co/txsc8oe114	incivilidad
7479	@user Ahora van al pico de la viuda	incivilidad
7742	QUE FUE ESE TEMBLOR CTM SALI CORRIENDO	incivilidad
11388	« que era algo diario, mas esas miradas tan especiales sólo se habían cruzado cinco veces en su vida.  Era como ver una estrella fugaz, ¿debía celebrarlo? Inclusive habiéndose separado de esa mujer al cumplir la mayoría de edad, se encontraba extrañando darle »	normal
4868	@user @user @user @user LJHGUKGFJHGJFKDKFKDKFKDKFKD XDDDDDDDDDDDDD nada más imbécil que estigmatizar una universidad por unos weones que salieron de esa U hace más años que la chuchaXDDD en serio, no te cansas de humillarte?	incivilidad
14871	@user @user @user puede especificar cuáles han sido y/o son esas discriminaciones para ir entendiéndonos?	normal
10450	"@user Ya y que hago con mis compromisos gestionados para ese día.
Que manera de hacer perder tiempo...
Esperaría algo que ayude a fomentar la producción, más capital de trabajo todo aquellos que ayude aumentar el trabajo por que de bonos nadie puede vivir, bueno los zurdos si"	normal
9718	@user Aquí demuestra el poco valor que le tienen a la vida estos delincuentes	incivilidad
14081	@user Todos despreciables, pero no seas malo, un acusado de asesinato y violación!	normal
3899	@user ctm me reí mucho	incivilidad
1048	@user @user Que ignorante más grande !!!	incivilidad
11717	Que a gusto poder ver #CachitosNochevieja tranquilamente!!!! Que a gusto sin aturullarme, sin tanto ruido!!! Sin tener que acostar a la niña botando e histerica! sin tener que morderme la lengua! Lo estoy gozando mucho! https://t.co/PKjCGC1r6w	normal
11448	@user @user Mapuche asqueroso	odio
2883	Los motes Bolivianos haciendo lo suyo en el arquero de Bolivia.	normal
2191	y si se que es caro y que la salud mental en chile vale callampa etc etc pero TENÍS QUE HACERLO no se auto diagnostiquen no lean weas en internet!!!!	incivilidad
4936	@user terribles las putas que se me tiran, se me abalanchan en el auto las zorras putas	odio
7242	"@user Santiago de Chile/Militantes y chilenos rinden homenaje a los 12 jóvenes del FPMR Asesinados por agentes del Estado ordenado por la derecha en la llamada Matanza de Corpus.Chisti 
https://t.co/xtXdEo3rD3"	normal
13904	@user O sea si una mujer se cree hombre se convierte automáticamente en un hombre menstruante y si un hombre se cree mujer no puede ser menstruante o si	odio
515	#MapuchesDeberíanDesaparecer	odio
6686	"No veo ninguna mujer pidiendo justicia por la muerte de Valeria. Yo si la exijo!!!!!!!
#JusticiaParaValeriaVivanco"	normal
2547	Venezolanos preparando maletas en Perú...pronto lo harán en Chile con Jadue presidente!	normal
2173	"Vamos votemos nulo para q salga este saco de weas!

Gente qlia enfermita https://t.co/ivv4zpkSP0 https://t.co/s7G2VFben4"	incivilidad
14739	@user Si si... si estoy contigo! Ni una gota sin beber. Lo decía por tu mujer... yo le mandaba a la cama.    Feliz año!!	normal
11297	@user maricon !!	odio
14593	@user @user @user Q sigan cayendo los terroristas, por el bien de los habitantes de la Araucanía!!!	odio
339	Los judíos son una plaga en este mundo. No quiero ver más a esta gente en mi país. Deberíamos librarnos de ellos para siempre. Sus tradiciones han causado incontables muertes desde el comienzo de los tiempos. No queremos que estas ideas maléficas se extiendan por el mundo. Debemos mostrarles que no están al mismo nivel que nosotros y no tienen derecho a estar aquí.	odio
744	"Los bisexuales son una aberración y el producto de la mente enferma de alguien que no quiere aceptar el hecho de que la sexualidad humana es binaria. No hay nada malo en tener preferencias sexuales diferentes, pero existen límites. Los bisexuales se encuentran en algún punto intermedio y no deberían existir. No hay ningún argumento real que defienda la existencia de dicho orientación sexual y, peor aún, nosotros, como sociedad, destrozamos el concepto de la monogamia al permitir que la gente explore sus ""preferencias"". Esto contradice a todos los principios básicos de relaciones estables y comprometidas, así como el concepto de familia. Los bisexuales simplemente no deberían existir. Es triste que nuestro mundo dé un paso atrás en el sentido de aceptar que hay una variedad de preferencias sexuales legítimas. Esto solo provoca ansiedad y confusión entre la juventud, y no hay razón real para justificar esto."	odio
14626	@user Chavistas mapuches comunistas cubanos kukas kukas	odio
5872	@user Que personaje más ignorante está tipeja	incivilidad
11973	Y en las costas norteñas se legalizó él pichi y la caca, venecos de mierda. @user https://t.co/DpONQ2aGt1	odio
14957	me ando haciendo mensa y tengo que limpiar toda la pinche perra casa hoy https://t.co/wylCfpJvdL	normal
1328	@user @user cavada; son delincuentes no inmigrantes, entendiste??	normal
929	"Ojala le hubieran tirado 20 por gil
Esa, wea no se hace https://t.co/O7F6lRrD5X"	incivilidad
12273	@user No nos abandones zorra, nos vemos a la vuelta y éxitos en todo!!🤍	normal
4899	@user Nada que ver en todo caso po. Sería yeta si fuera primera vez que veo un partido bueno ya no sé por qué sigo argumentando si sé que me estai agarrando pal hueveo adiós	incivilidad
14893	@user puta vida	incivilidad
2376	Agencia de Transparencia peruana descarta presunto fraude acusado por Fujimori https://t.co/vBnYENqpyI vía @user	normal
6948	@user @user @user xfv....los comunistas son los CULPABLES de mas de 100 millones de muertos en el mundo y tu los quieres dejar como inocentes???  @user   tb recibio  ordenes de No actuar,  pregunta tale a bachelet	normal
14819	puta que me ha peloteado el maestro para reparar la ventana que el mismo dejó mal instalada :/	normal
6335	Yo encuentro que JADUE estaba entero detonao acá soy la raja y todos valen pico y pido garantías etc....creo y espero que esto le de una cuota de humildad a Jadue y que, le guste o no, tiene que llegar a acuerdos.  #VOTACIONES2021	incivilidad
13877	@user . La mayoría que ha incumplido las normas sanitarios con fiestas clandestinas son inmigrantes venezolanos o colombianos . A eso llegan, a delinquir y malas costumbres. Cierren las fronteras,no mas de ésta gente. #fuera inmigrantes	odio
9857	@user Expulsión inmediata vía marítima	normal
11936	a ver si con esto de los incendios se dejan de romper un poco los huevos con defender tanto a los delincuentes de los mapuches y demás tribus terroristas	odio
9027	Con Brasil recuperamos estos puntos.... Permiso, me voy un ratito a la ctm #VamosChile	incivilidad
3105	"@user @user Por lo que vi esas personas tenían yayitas.
En otros países a los chilenos indocumentados o delincuentes les dan la PLR, porque acá no?"	incivilidad
1639	"Participando del Seminario ""Mujeres e inocuidad alimentaria: muchas nueces, poco ruido"" organizado por @user y @user en el #DíadelaInocuidadAlimentaria, relevando el rol de la mujeres para que🇨🇱y el🌎cuenten con alimentos inocuos y saludables🍋🥬

📡https://t.co/B56MsuFna3 https://t.co/V3Jzby5nQS"	normal
266	Los derechos humanos de las personas negras deben ser respetados y defendidos. Debemos luchar para garantizar que todas las personas negras reciban un trato justo y equitativo. Debemos promover el respeto por la diversidad de culturas y apoyar la igualdad de oportunidades para todos.	normal
3775	@user @user @user me dices curao y soy abstemio. te das cuenta como quedas como wn??? payaso!!!	incivilidad
13092	@user @user gracias por los ánimos, vienen de puta madre	normal
15118	@user Ese romance apesta , Alex la utiliza a Melody para descargar su deseo sexual , es como una muñeca inflable , queda la imagen de la mujer por el piso . Alex se define como Millo , ni siquiera va a gastar la guita acá , que gane Locho que es un pibe humilde y argento	normal
1265	Terrible situación es la que vivimos en Chile. Estamos en manos de ineptos que toman decisiones sin argumentación científica. #COVID19 https://t.co/qPJ9U4uINf	incivilidad
11439	Esta mujer: @user debe ser la próxima presidenta de los Estados Unidos. https://t.co/9fVPm9o5au	normal
7028	Nah Cristiano culiao está loco	incivilidad
5981	@user @user ¿Pero qué propone el feminismo? ¿Cuál es su perspectiva? ¿La mujer burguesa para ti es un sujeto explotado?	normal
12248	"@user Me he ""autocensurado"" porque Twitter no da pa' más. ☺️ Pero no, los tengo muy presentes 😉😁     (Mirad, twiteros, lo que decía en mi anterior tweet. ¿Veis? Se nos escapa ""Skull &amp; ¿BONDS?"" en vez de BONES. No es un título de Assassin, pero algo tiene, ¿no? Es una cospiración) 😂"	normal
5480	Quiero matar a ese ctm que grita como desaforado  #VamosChile	incivilidad
8131	@user Y paque vacunarse. Para seguir alimentando la teta q la tienen a 4 manos. CSM. Pais qliao	incivilidad
12401	@user @user Ahora exportamos Flaites   Qué vergüenza enviar esa camiona simio a Argentina !!!	odio
13528	@user @user Puta que ofertón, decile a la melisa que le compro un pedazo de terreno🤣	incivilidad
12396	"@user @user Anticuchos de perros faenados por lacras de inmigrantes ilegales...Otro ""legado"" del bastardo Piñera, el #PeorGobiernodeLaHistoria"	odio
9868	Defensoría de la #Niñez “repudia” comportamiento de #MinisteriodelInterior por expulsión de #migrantes https://t.co/PqajO3I6ll https://t.co/DZFdFpawIO	normal
4189	@user Es una bruja maldita	incivilidad
6442	Jajajaja oye pero este weon no solo tiene la cara de tonto https://t.co/TEEBsJlTAA	incivilidad
6152	"@user @user Desgraciadamente es así 
cierto que no nos damos cuenta porqué vivimos en sociedad machista muchas mujeres no apoyan y dicen "" que e nos gusta que nos maltraten"" verdad no nos damos cuenta realmente me libere de eso hace 5 años con apoyo sicológico"	normal
6591	"Me da repulsion ver la cara d Orrego y la manga d hipócritas en tv.Confío en q TODXS salgan a votar y acabar con las vacas sagradas
No saben q hacer q decir xq se les acaba vivir en la opulencia sin trabajar acosta de nuestra pobreza.
POR DIGNIDAD
#YoVotoPorKarinaOliva"	incivilidad
13034	venezolano Asesino. El juez lo dejará en libertad? Jesuita gay impedirá expulsión? feo Micco lo fue a ver? @user @user https://t.co/lT9XGG5U7g	odio
13529	@user @user @user https://t.co/iewzxsurF6 SI ESTUVIERA ALLENDE GOBERNANDO , NINGUNA DE ESTAS MARCHITAS SE REALIZARÍAN .AVÍNSENLE A @user Q ALLENDE ERA CONTRARIO A ESTAS DESVIACIONES.	odio
5420	@user Se viene el segundo piso CTM	incivilidad
12119	Pendeja qla estúpida 😂😂😂 https://t.co/jY6NCjS4Sp	incivilidad
1216	@user Tontos útiles, ignorantes, consumidores fervientes del relato de odio, enfrentamiento, lucha de clases, que a quien le va bien les debe algo, el rico es el enemigo etc, etc, etc tarde van a reaccionar, el problema es que nos arrastran a todos con su porquería 🤨	incivilidad
14225	"Al ver a su madre y junto a ella al discípulo que tanto quería, Jesús dijo a su madre: ""Mujer, ahí está tu hijo"".   Luego dijo al discípulo: ""Ahí está tu madre"".  #EvangelioDelDía https://t.co/Mnj6wJ9Pyt"	normal
12729	¿Y si les digo que hoy a las 12 se anuncian los extranjeros de FAS? 🤭	odio
14772	Mientras el indigenismo goce de buena salud a nivel educativo, político y académico, no habrá mucho que hacer contra el separatismo nacional étnico.	normal
3231	Ahora esta serie la van a dar a la hora del pico desde el lunes. Primero sacan House y ahora van a dar esta serie mas tarde aún #LaDecisionDeShaun	incivilidad
5084	La derecha se queda con la Gobernación de la RM. Muchos chilenos siguen votando por los mismos de siempre, así no habrá dignidad ni menos igualdad. #VOTACIONES2021	normal
11749	@user @user Vos pactaste con el Kirchnerismo, pedazo de hijo de puta. Deforme de mierda	odio
6744	@user Ay si señora lo que diga, vaya a encarcelar mujeres por abortar mientras el socialismo sigue avanzando por moralistas dogmáticos como ud. Y su ídolo neo nazi. Asco dan!	incivilidad
7682	@user Independientes?, jajaja, son COMUNISTAS y se les debe hacer TEST DE DROGAS para que sean PROSTITUYENTES.	incivilidad
2365	"Casi lla mitad de la poblacion peruana votó por una corrupta porque le dijeron que era mejor porque el otro candidato era el comunismo e iba a expropiar las casas.
Así engañan a los pueblos.
#Libertad
@user @user"	incivilidad
6228	@user @user Ricardo la mejor propaganda para karina es tener un enfoque verdadero de lo que pasa con las mujeres encarceladas por el microtrafico, de una manera simple infórmese lo que dice la PDI al respecto. Saludos cordiales	normal
12934	puto senado	incivilidad
887	Las mujeres negras son una insulto para la comunidad. Son sucias, despiadadas y malas. No podemos permitir que ingresen a nuestras ciudades o vecindarios. Son descaradas y sinverguenzas, manipulan a quienes las rodean para beneficiarse ellas. No hay una sola cosa buena sobre ellas. No respetan a nadie ni nada, destrozan la vida de los demás sin pensarlo dos veces, son un peligro para la comunidad y su presencia siempre se siente. No son dignas de vivir con nosotros. Si de alguna forma se les otorga el privilegio de vivir en una ciudad o vecindario, solo traerán destrucción y caos. No a las mujeres negras en mi ciudad.	odio
5747	@user Ahora son todos fachos.  Perdón eran fachos encubiertos	incivilidad
4879	@user Tienen cualquier tiempo libre los weones y el Palma ni los mea xd	incivilidad
8612	"https://t.co/3nySu74kRt
copiemos esto de los comunistas y no pequemos a nadie de afuera. (ONU, etc) Ah!! verdad que los comunistas de acá no lo permiten... o esperaran hasta que ellos lleguen al gobierno.?"	normal
11118	Pa mi esta weona esta re muerta y era, lamentamblente sus libros son terrible wenos i no boi a dejar de leerlos pro eso no quita qe sea una terf qlia hija de la bastarda, una conchadesumadre y la traidora qlia ma grande del siglo XXI https://t.co/kFWzwk0aS8	incivilidad
1494	@user #KarinaOliva como decía mi madre que en paz descanse, mijita usted es huevona o la cortaron verde? Transbank	incivilidad
4805	@user @user Todos wns zanganos que defienden a marionetas y weones inútiles	incivilidad
10631	@user @user estos comunistas de derecha quieren vivir gratis aonde la vieron así empesó venesuela!	normal
5475	Lasarte ctm a la hora que hace cambios 🤦 era hace media hora Pelotudo!!!!!! #VamosChile	incivilidad
4238	@user Ta bien ser mamona 😅	normal
12317	COLONIA: La ex pareja de la edila que apunalo a mujer y ex de la victima protagonizaron un incidente esta madrugada https://t.co/SnZroQhAmq	normal
8337	@user @user Una cosa es ser prostituta y otra muy diferente es ser cochina y drogarse como si fuera lo más genial y maravilloso del universo frente a cientos de niños, entre ellos la hija de esta idiota, eso es lo que hace y de víctima las pelotas!	incivilidad
58	A favor de las lesbianas	normal
1499	#Chismes : Iván “Potro” Cabrera aseguró que una mujer le ofreció dinero para estar con él https://t.co/3OjYDmgtto https://t.co/HsHDSPekCc	normal
666	No solo son malas personas, sino también feas. Estas putas se creen las diosas de la belleza solo porque usan maquillaje. ¡Suelen mirarse al espejo todo el tiempo para verse bien!	odio
14344	Cuando te enamoras, normalmente se abre una brecha desconocida para ti, se abre una puerta a un mundo desconocido y por descubrir, para el que estás dispuesto a vivir. Cualquier proyecto de vida trae eso consigo, sobre todo a una mujer cuando va a tener su primer hijo😊🙏 https://t.co/ELxXV7xlqq	normal
12944	@user Caceroleate el ano maraco	odio
14260	Ya apareció Mischele a decir que ella no tendría nueve años de maravillosa amistad si no tolerara de su mejor amiga los no puedo, me da pereza, dejémoslo para otro día. Bravo Mischele por sugerir que soy una loca tóxica intolerante (sí soy).	normal
4694	"@user Weones patudos! Un día me dijeron por las preguntas de instagram ""deja de hacer ejercicios porque este vas a poner ancha de espalda""... Sin ser insegura para nada me empecé a pasar rollos de que era verdad 🙄"	incivilidad
4714	Mas encima cambios weones que tenemos, Orellana que ha jugado 1 partido bien por la selección en toda su historia y Mora que cuando era bueno era malo, la puta madre, que impotencia esta wea, cuando estén terminando las clasificatorias nos faltaran estos 2 puntos	incivilidad
5880	@user @user Ignorante del Este.	incivilidad
5185	@user Es normal que no te guste, lo contrario sería preocupante 😬 ¿qué hay de Jadue que rechaza del PS a la DC y pretende ser presidente de todos los Chilenos?	normal
4183	@user @user Jajajaja @user  esta cada día más chiflado, no será electo, pero si hipotéticamente saliera electo y deja la misma cagada que tenia la maldita UP, con carta o sin carta lo sacarían a patada en la raja no más, que carta ni que ocho cuartos.	incivilidad
9793	@user Hoy Israel combate contra los palestinos utilizando inteligencia artificial. Maltratando conscriptos es difícil que Chile pueda ganar una guerra. Y si la FF.AA hacen desfalcos o se alínean ideológicamente con la elite derechista es gravísimo. Se objetivo con eso también.	incivilidad
2860	"Super bien ejecutado el penal... qué más puedo decir.

#VamosChile #ClasificatoriaQatar2022 

Ahora los bolivianos se van a colgar del arco de Lampe"	normal
2152	@user Santiaguinos montón de saco de weas, ingresen a la universidad de inmediato	incivilidad
1919	Bajarse de la vida pero no del pico	incivilidad
